x1_min,x1_max,x2_min,x2_max,x3_min,x3_max,target
99.70202850035957,106.70202850035957,100.38258567273697,104.38258567273697,41.49329832061006,45.49329832061006,0
94.19352081935243,101.19352081935243,100.49057820345712,104.49057820345712,38.213682906669575,42.213682906669575,0
91.29207220129604,98.29207220129604,79.38307504784738,83.38307504784738,45.66035903135987,49.66035903135987,0
97.35914383602966,104.35914383602966,80.23719886923217,84.23719886923217,47.54150805055296,51.54150805055296,0
94.03519528756598,101.03519528756598,83.64554025669608,87.64554025669608,38.066015993071446,42.066015993071446,0
91.0111815786973,98.0111815786973,101.67018404291665,105.67018404291665,41.11052536386698,45.11052536386698,0
91.69664709660579,98.69664709660579,116.68744584230816,120.68744584230816,41.78149550019187,45.78149550019187,0
95.30690876157712,102.30690876157712,94.45460298852466,98.45460298852466,36.008348750356376,40.008348750356376,0
96.23061168830598,103.23061168830598,92.95917908250436,96.95917908250436,36.51861483513704,40.51861483513704,0
91.48618097888661,98.48618097888661,79.15253106949605,83.15253106949605,39.65211994423361,43.65211994423361,0
101.71247943641035,108.71247943641035,82.38727360993275,86.38727360993275,39.91386103216161,43.91386103216161,0
92.29760748441356,99.29760748441356,80.09011117224425,84.09011117224425,48.876789857829976,52.876789857829976,0
100.32852449342988,107.32852449342988,98.86800054311604,102.86800054311604,46.60445712814608,50.60445712814608,0
95.54281697067165,102.54281697067165,107.24205729350604,111.24205729350604,41.02411592147566,45.02411592147566,0
99.52197052062075,106.52197052062075,105.66138867359318,109.66138867359318,37.93131723252281,41.93131723252281,0
95.61259762768047,102.61259762768047,89.81711988170875,93.81711988170875,41.97734615445479,45.97734615445479,0
92.64423641840482,99.64423641840482,87.69349900575257,91.69349900575257,48.91930057274145,52.91930057274145,0
91.92694669940074,98.92694669940074,90.70261302522336,94.70261302522336,36.27060857856267,40.27060857856267,0
95.20731857209809,102.20731857209809,105.6109560175341,109.6109560175341,40.99127222301901,44.99127222301901,0
92.6790386148397,99.6790386148397,108.54838267639155,112.54838267639155,46.55293141250069,50.55293141250069,0
92.3867001368071,99.3867001368071,98.24072082255866,102.24072082255866,35.21984319982255,39.21984319982255,0
92.81992848863429,99.81992848863429,106.83434228726227,110.83434228726227,39.22468309520889,43.22468309520889,0
92.53218390571975,99.53218390571975,94.94578681552757,98.94578681552757,47.99738907771862,51.99738907771862,0
91.66258058331795,98.66258058331795,93.85404754891024,97.85404754891024,38.4162462199887,42.4162462199887,0
97.43538850505689,104.43538850505689,95.92891985074536,99.92891985074536,45.08844495573166,49.08844495573166,0
98.60481407569162,105.60481407569162,116.4231802806126,120.4231802806126,43.925145328342495,47.925145328342495,0
95.44067127527734,102.44067127527734,84.58525758541937,88.58525758541937,38.04994026700406,42.04994026700406,0
97.95451339145164,104.95451339145164,98.00331976690691,102.00331976690691,43.03036388277952,47.03036388277952,0
99.27435511007077,106.27435511007077,107.78121310050425,111.78121310050425,51.09867687945723,55.09867687945723,0
96.22343828011287,103.22343828011287,95.96387698987523,99.96387698987523,42.20601320099227,46.20601320099227,0
94.0956915170513,101.0956915170513,96.24640038317622,100.24640038317622,42.75300840480934,46.75300840480934,0
95.98585342397733,102.98585342397733,108.1267573744691,112.1267573744691,30.825286100797868,34.82528610079787,0
98.33850259299702,105.33850259299702,102.60623839081165,106.60623839081165,37.60614766428139,41.60614766428139,0
95.7901073529835,102.7901073529835,84.7159440695172,88.7159440695172,41.02340977016877,45.02340977016877,0
93.79149588789546,100.79149588789546,115.94819807038365,119.94819807038365,42.90033180889805,46.90033180889805,0
97.8533276045359,104.8533276045359,83.43473972761369,87.43473972761369,45.12408151704104,49.12408151704104,0
94.08892823784109,101.08892823784109,115.42003227459838,119.42003227459838,39.37603341062224,43.37603341062224,0
92.04381180049218,99.04381180049218,109.45621608455812,113.45621608455812,37.56082557558428,41.56082557558428,0
93.60924188257079,100.60924188257079,104.28103040714439,108.28103040714439,45.4222829898384,49.4222829898384,0
93.1452412068016,100.1452412068016,99.94892603143862,103.94892603143862,46.36303669780494,50.36303669780494,0
93.66089469878318,100.66089469878318,89.93364030327866,93.93364030327866,45.44035143708085,49.44035143708085,0
95.88136491464324,102.88136491464324,79.476216720326,83.476216720326,38.89844405143388,42.89844405143388,0
95.87656502523734,102.87656502523734,115.41148134001367,119.41148134001367,44.58023945760788,48.58023945760788,0
94.01800409711308,101.01800409711308,89.52330842343068,93.52330842343068,34.205514710820935,38.205514710820935,0
98.01748487060786,105.01748487060786,85.4542212985798,89.4542212985798,32.68378712691536,36.68378712691536,0
97.22713790502613,104.22713790502613,99.31752040940826,103.31752040940826,46.489054282176426,50.489054282176426,0
91.77462638360771,98.77462638360771,101.85937684297421,105.85937684297421,45.482320350626985,49.482320350626985,0
93.92400259711768,100.92400259711768,114.60581041741887,118.60581041741887,37.634341926968645,41.634341926968645,0
95.40252269344661,102.40252269344661,102.11596232299809,106.11596232299809,44.54851934063461,48.54851934063461,0
96.93358387219615,103.93358387219615,86.64636543059189,90.64636543059189,43.29321491806368,47.29321491806368,0
94.30115585004793,101.30115585004793,91.03893612792871,95.03893612792871,36.25984323686871,40.25984323686871,0
92.8237396069581,99.8237396069581,100.78287173258785,104.78287173258785,39.21903177623646,43.21903177623646,0
92.52066297457394,99.52066297457394,110.01961940405579,114.01961940405579,46.93483679703526,50.93483679703526,0
98.74020687592018,105.74020687592018,98.21146168313035,102.21146168313035,46.68358752062639,50.68358752062639,0
97.1143163808207,104.1143163808207,99.06287064037404,103.06287064037404,33.65748618465025,37.65748618465025,0
94.84796582131564,101.84796582131564,106.4464256982432,110.4464256982432,46.37891894114838,50.37891894114838,0
99.06878218427937,106.06878218427937,90.78086580115522,94.78086580115522,33.86988082011018,37.86988082011018,0
97.06864241798387,104.06864241798387,80.93878455520034,84.93878455520034,42.43789417933025,46.43789417933025,0
97.53479356501249,104.53479356501249,88.17189876605958,92.17189876605958,36.97323735096846,40.97323735096846,0
93.6963161463567,100.6963161463567,108.75293236105767,112.75293236105767,41.54830719255782,45.54830719255782,0
95.90073944824533,102.90073944824533,98.72802266079076,102.72802266079076,42.744175217096966,46.744175217096966,0
92.04874920855175,99.04874920855175,79.32244821547735,83.32244821547735,51.08046820220357,55.08046820220357,0
99.42912784992279,106.42912784992279,70.63849117824996,74.63849117824996,38.31791005608586,42.31791005608586,0
95.89922518664474,102.89922518664474,95.42331590465164,99.42331590465164,46.3318580952873,50.3318580952873,0
93.42787101069254,100.42787101069254,103.49271761748135,107.49271761748135,38.872646328264274,42.872646328264274,0
94.90506758486738,101.90506758486738,78.16777818235319,82.16777818235319,43.13376821698134,47.13376821698134,0
98.95026446265206,105.95026446265206,95.05215088648475,99.05215088648475,42.72885507056647,46.72885507056647,0
91.89665056219498,98.89665056219498,94.02861783080104,98.02861783080104,41.72699517136798,45.72699517136798,0
95.72811531076158,102.72811531076158,66.65424833728248,70.65424833728248,33.26783178827033,37.26783178827033,0
96.17302682456098,103.17302682456098,80.41020395689159,84.41020395689159,44.62868259728777,48.62868259728777,0
96.98330498227448,103.98330498227448,94.25922439565694,98.25922439565694,46.431967850858676,50.431967850858676,0
