x1_min,x1_max,x2_min,x2_max,target
96.50481250337059,104.50481250337059,110.9842180413408,113.9842180413408,0
94.31370419270691,102.31370419270691,111.31133449295369,114.31133449295369,0
92.48685245196333,100.48685245196333,96.80010552748433,99.80010552748433,0
93.66194080793282,101.66194080793282,101.72548164470751,104.72548164470751,0
94.7485770781573,102.7485770781573,76.56142675368898,79.56142675368898,0
95.22781101954739,103.22781101954739,101.60253122599491,104.60253122599491,0
94.13421527551705,102.13421527551705,107.12126411951184,110.12126411951184,0
93.87548775130622,101.87548775130622,77.81733443560518,80.81733443560518,0
96.1805631219501,104.1805631219501,99.63783586195092,102.63783586195092,0
99.72741080959635,107.72741080959635,108.17370510348026,111.17370510348026,0
97.56720767931832,105.56720767931832,85.69629914884507,88.69629914884507,0
96.17555869761783,104.17555869761783,113.44899353687804,116.44899353687804,0
98.21837540156574,106.21837540156574,102.31970042891687,105.31970042891687,0
95.60971395246716,103.60971395246716,76.24445374764136,79.24445374764136,0
93.83717961366692,101.83717961366692,106.66411728772562,109.66411728772562,0
94.62899588862714,102.62899588862714,88.56061050376924,91.56061050376924,0
95.4539260547573,103.4539260547573,96.03028797753727,99.03028797753727,0
93.982866297002,101.982866297002,130.25587533048866,133.25587533048866,0
96.49574569031715,104.49574569031715,127.17043476887363,130.17043476887363,0
97.18523097488413,105.18523097488413,91.68943111936542,94.68943111936542,0
97.95015200516404,105.95015200516404,99.75495822675738,102.75495822675738,0
93.82263775103084,101.82263775103084,93.88133385304688,96.88133385304688,0
96.59061728273387,104.59061728273387,78.78914623872602,81.78914623872602,0
98.30151715135877,106.30151715135877,101.73895196533746,104.73895196533746,0
95.86537018893432,103.86537018893432,96.25165144629915,99.25165144629915,0
99.73486745470514,107.73486745470514,118.73873690466455,121.73873690466455,0
95.46366149273373,103.46366149273373,89.8451318064772,92.8451318064772,0
95.46593449804722,103.46593449804722,79.60030317858747,82.60030317858747,0
94.27138055826732,102.27138055826732,105.17730214306548,108.17730214306548,0
95.80903464814088,103.80903464814088,111.59154295809388,114.59154295809388,0
96.15382810746028,104.15382810746028,112.90875047814055,115.90875047814055,0
97.27225685168612,105.27225685168612,92.85513941542642,95.85513941542642,0
93.10417284685693,101.10417284685693,102.32186852341889,105.32186852341889,0
94.49922208772661,102.49922208772661,83.92149209012732,86.92149209012732,0
95.27102355112295,103.27102355112295,91.4341387202443,94.4341387202443,0
93.14452274192742,101.14452274192742,105.231551154219,108.231551154219,0
96.99318194400847,104.99318194400847,75.74412098810646,78.74412098810646,0
97.34759614838094,105.34759614838094,97.66884343899709,100.66884343899709,0
91.49929217680986,99.49929217680986,126.92072178653862,129.92072178653862,0
91.75606980836253,99.75606980836253,85.89548443431151,88.89548443431151,0
92.98717482115825,100.98717482115825,80.13291008718919,83.13291008718919,0
97.19484055188502,105.19484055188502,119.53131941680591,122.53131941680591,0
96.83379398446046,104.83379398446046,107.11354993827035,110.11354993827035,0
95.44793800945392,103.44793800945392,94.26073951894587,97.26073951894587,0
92.18071776519928,100.18071776519928,61.23919574509712,64.23919574509712,0
100.81437594919939,108.81437594919939,90.0112937613171,93.0112937613171,0
98.48414056019733,106.48414056019733,110.92286345900327,113.92286345900327,0
99.52969049775051,107.52969049775051,109.30822158142405,112.30822158142405,0
93.21672219043445,101.21672219043445,103.27435364905656,106.27435364905656,0
95.42885822148614,103.42885822148614,100.17208804159131,103.17208804159131,0
93.39472884371881,101.39472884371881,89.0521648209101,92.0521648209101,0
92.09974338039176,100.09974338039176,76.79214363388007,79.79214363388007,0
98.56896135029123,106.56896135029123,103.06533472760309,106.06533472760309,0
99.53920712424559,107.53920712424559,92.02765196944915,95.02765196944915,0
93.5290802404156,101.5290802404156,82.08515115666806,85.08515115666806,0
98.6143750232235,106.6143750232235,102.36530091882972,105.36530091882972,0
100.91060220149309,108.91060220149309,96.29426631576544,99.29426631576544,0
94.27120169014484,102.27120169014484,95.46841977324469,98.46841977324469,0
94.46486623800565,102.46486623800565,79.29744921972383,82.29744921972383,0
98.62873594263363,106.62873594263363,85.64224009727307,88.64224009727307,0
98.4958147984764,106.4958147984764,94.34422156216557,97.34422156216557,0
97.64563873781786,105.64563873781786,102.43757797891881,105.43757797891881,0
96.08406040929039,104.08406040929039,80.1513274200984,83.1513274200984,0
95.2169777601838,103.2169777601838,110.05169145757381,113.05169145757381,0
